comments,
Another wonderful FIAT ;),"Fiat  Hi Jevin, we suggest you to follow our official Fiat India Facebook page. They will give you all the information you need. Have a nice day. :)1 · 9 September 2016 at 08:25Remove"
I'm trading my 500L for one,Kartal Şen  Aaaaa Fiat Egea 💣9 September 2016 at 22:21Remove
Juanita Green,Tanner James Christian  Beautiful Car!2 · 8 September 2016 at 03:01Remove
Love 500 c Riva,Fiat  ;)8 September 2016 at 08:26Remove
I have a Fiat 131 model 80 Want her Jeraad its side Is it possible to get it?I am a fan of Fiat,Necmettin Üçüncü  1 · 8 September 2016 at 10:57Remove
"Hi Fetoh, we suggest you to contact our official Fiat Egypt page. They will support you and give you all the information you need. Have a nice day.",Ben Haber  Fiat 124 spider rocks 😍😍😍😍😍😍😍😍😍😍😍😍 but I wonder if there will be a normal one I mean not a convertible1 · 7 September 2016 at 10:56 · EditedRemove
Jessica M. Szafa,Dragan Djurdjev  Off road Fiat 500X is perfect look!!2 · 7 September 2016 at 12:00Remove
"Really upset with Fiat because they want me to pay 1,550 to replace a front ball joint that is a manufacture issue. I will never buy another Fiat again. Very disappointing",Pankaj Bhardwaj  Is this car cmming to India? I m planning to purchase1 · 6 September 2016 at 07:14Remove
"2017 Abarth, silver. Do it.","Fiat  Hi Pankaj Bhardwaj, we suggest you to follow Fiat India. They will give you all the informations you need. :)7 September 2016 at 09:23 · EditedRemove"
"That's right. Only buy Honda, Toyota, and Subaru because they all go 500,000 plus miles and never break down! They also don't depreciate!  They are problem free vehicles!!!  Lmao not! Sorry your experience has been bad, but mine hasn't, and neither has...See more",Prabhakar Vaidya  I am tired of following up with FIAT India for a Linea Model. I like the model & would like  to check it before buying. Very casual approach. Dealer is more casual. God save8 September 2016 at 08:03Remove
Beautiful little fun cars.,Aljaž Popović  B.) for Beautiful <32 · 5 September 2016 at 03:34Remove
❤️ my 500,Fiat  :D1 · 5 September 2016 at 06:48Remove
Simon is beautiful :),Shadi Sermani  Its b :)5 September 2016 at 04:07Remove
🇮🇹🚀😎,Fiat  Shadi ;)5 September 2016 at 06:48Remove
Marco that's wonderful ;),Enrique Loconte  Ideal en color blanco a mi gusto.5 October 2016 at 18:40Remove
These cars are a danger. If you get hit in the back you will blow up !,Emir Çevikol  www.kralpaspas.com4 September 2016 at 07:02Remove
Needs one more look. #AbarthAllTheThings,G S Daksh Prajapati  when will launch in india4 September 2016 at 04:39Remove
"Love it!  As much as I love my 500L, I may need to upgrade when it's available.","Fiat  Hi G S Daksh, we suggest you to follow our official Fiat India page. They will give you all the information you need. Have a nice day.1 · 5 September 2016 at 01:05Remove"
بكام دة لو سمحت,Joseph Sygnatur  It would be so nice if Fiat would expand the American lineup.2 · 2 September 2016 at 08:48Remove
When launching in India??,"Jose Luis Moreno  De las peores marcas de carro en Colombia, los repuestos son difíciles de conseguir además de ser carísimos. I hate you FIAT!!4 September 2016 at 14:20Remove"
"Hi Mukesh Mehta, we suggest you to follow Fiat India to receive all the information and the news from Fiat around you. Thank you, have a nice day! :)","Vishwas Reddy  Fiat u have given us a shock in Jeep brand pricing in India already, twice the cost !1 · 1 September 2016 at 09:53Remove"
Stunning car Fiat,Semsema AbdelAziz سعرها كام13 September 2016 at 08:13Remove
Dolphin <3,"Basavaraj Koti  Fiat India, Without having a proper service network, any car you bring to India will fail. Hope you just enjoy by supplying engines to other manufacturers...1 · 30 August 2016 at 03:23Remove"
Me too,Prashant Gupta  This will launched in India in next century for sure...till them there will be thosusand version of punto and linea launched.4 · 29 August 2016 at 09:32Remove
Do not take vacation in this car! It breaks down and very unreliable.I have one! It's a money pit,"Joe Blum  I love my 500L ......it is loaded, with every option you could possibly want, including beats audio! The ride itself, is unreal for a smaller car! :)1 · 26 August 2016 at 08:03Remove"
Good thing i'm single🙂,Victor Frederico Silva  Same kind of problem in Brazil: Galera não recomendo que vocês comprem fiat. Comprei um punto blackmotion 0km recentemente comecóu a fazer uns barulhos e vi que falta uma peça do porta luvas a qual a fiat se negou a me entregar. Seguem as fotos:Carro...See more28 August 2016 at 17:33Remove
Love rims <3 Donde los consigo?,Nick Hamilton  Is it compatible with Android Auto?1 · 24 August 2016 at 04:02Remove
Team Fiat.. u produce world-class cars.. I am saying this because I had a Fiat Punto and I enjoyed it to the fullest.. but u need to improve ur service and after sales in India.. the day I see it improving... I will buy a Fiat Linea,"Fiat  Hi Nick, currently our system is not compatible with Android Auto but it’s something that we are working on. Meanwhile, you can download the Uconnect LIVE app from Google Play Store and try out the exclusive features of our connected services. Find out more on Uconnect LIVE website   https://www.driveuconnect.eu/en/features/uconnectlive Have a nice day.”24 August 2016 at 09:07Remove"
Diseño muy conservador y algo antiguo ya. Nació necesitando un restyling!,Stephen Dropp  Wish I could get uConnect in my 2015 Fiat 500. Not a fan of blue & me1 · 25 August 2016 at 04:34Remove
Rafael Stuchi olha que massa..,Juan-Pierre Swart  Ah I miss my Panda so much soon again bring back to South Africa u freaky Fiat24 August 2016 at 07:54Remove
"Hermoso, lo traerán al Ecuador ?...",Georges Oestreicher  super kleines Auto zum einkaufen.23 August 2016 at 22:24Remove
sehr toll ;),Gregory DeJean  This is a real masterpiece...1969 124AS Fiat Spider!6 · 23 August 2016 at 13:53Remove
Very nice message 👳1 आदमी के 3 बेटे और 👸1 बेटी थी और विदेश में रहते थे 👵...See more,Fiat  Another wonderful FIAT ;)1 · 24 August 2016 at 02:45Remove
thx for this funny gift :D,Juan-Pierre Swart  I'm trading my 500L for one1 · 24 August 2016 at 07:48Remove
When it's come to India ?? We are waiting,David Green  Juanita Green1 · 22 August 2016 at 15:01Remove
"Hi Sakthi, we suggest you to follow Fiat India to receive all the informationand the news from Fiat around you. Thank you, have a nice day! :)",Jyrki Kujanpää  Love 500 c Riva5 October 2016 at 02:47Remove
Yıllardır para biriktiriyorum hala yetişemedim; ( en fazla bu kadar yaklasabildim;),Fetoh El Fayomy  I have a Fiat 131 model 80 Want her Jeraad its side Is it possible to get it?I am a fan of Fiat22 August 2016 at 01:53Remove
I would be but mine has a dangerous recall that hasn't been fixed. 90 days and still no part,"Fiat  Hi Fetoh, we suggest you to contact our official Fiat Egypt page. They will support you and give you all the information you need. Have a nice day.22 August 2016 at 02:48Remove"
I remember when Fiat offered a full range of cool cars to the U.S.A. From the 850 to the Dino.,Joseph Pappalardo  Jessica M. Szafa1 · 19 August 2016 at 05:37Remove
"Hi Geoff, thanks for the kind words! Do you want to share a picture with us of your favorite car? Have a good day! ;)","Yasnaia Poston  Really upset with Fiat because they want me to pay 1,550 to replace a front ball joint that is a manufacture issue. I will never buy another Fiat again. Very disappointing2 · 17 August 2016 at 07:55Remove"
Nesa bi bio ponosan na ovaj komentar :-D,"Reece Snitker  2017 Abarth, silver. Do it.1 · 17 August 2016 at 09:14Remove"
,"Jean Pierre  That's right. Only buy Honda, Toyota, and Subaru because they all go 500,000 plus miles and never break down! They also don't depreciate!  They are problem free vehicles!!!  Lmao not! Sorry your experience has been bad, but mine hasn't, and neither has...See more18 August 2016 at 08:34Remove"
,Jean Pierre  Beautiful little fun cars.15 August 2016 at 06:28Remove
,Simon Scholtens  ❤️ my 50028 · 12 August 2016 at 02:10Remove
,Fiat  Simon is beautiful :)14 August 2016 at 00:19Remove
,Marco Hänel  🇮🇹🚀😎7 · 12 August 2016 at 03:38Remove
,Fiat  Marco that's wonderful ;)1 · 20 August 2016 at 09:43Remove
,David Apperson  These cars are a danger. If you get hit in the back you will blow up !1 · 16 August 2016 at 08:31Remove
,Bryan Pizzuti  Needs one more look. #AbarthAllTheThings11 August 2016 at 03:21Remove
,"Eston Smith Stokes III  Love it!  As much as I love my 500L, I may need to upgrade when it's available.8 August 2016 at 09:00Remove"
,Mohanad M. Besher بكام دة لو سمحت2 March at 13:03Remove
,Mukesh Mehta  When launching in India??2 · 3 August 2016 at 08:53Remove
,"Fiat  Hi Mukesh Mehta, we suggest you to follow Fiat India to receive all the information and the news from Fiat around you. Thank you, have a nice day! :)1 · 3 August 2016 at 09:43Remove"
,Luigi Di Leo  Stunning car Fiat1 · 3 August 2016 at 09:23Remove
,Ondřej Brabec  Dolphin <31 · 2 August 2016 at 14:32Remove
,Иван Танушев  Me too1 · 12 August 2016 at 13:25Remove
,Steven Hoeppner  Do not take vacation in this car! It breaks down and very unreliable.I have one! It's a money pit1 · 3 August 2016 at 09:40Remove
,Buğra Varol  Good thing i'm single🙂2 · 1 August 2016 at 07:19Remove
,Exequiel Esprella  Love rims <3 Donde los consigo?1 August 2016 at 06:49Remove
,Ketan Astik  Team Fiat.. u produce world-class cars.. I am saying this because I had a Fiat Punto and I enjoyed it to the fullest.. but u need to improve ur service and after sales in India.. the day I see it improving... I will buy a Fiat Linea4 · 29 July 2016 at 01:03Remove
,Lindor Nuñez Piossek  Diseño muy conservador y algo antiguo ya. Nació necesitando un restyling!2 November 2016 at 04:24Remove
,Fernando Galvão  Rafael Stuchi olha que massa..1 · 29 September 2016 at 12:29Remove
,"Walter Jiménez  Hermoso, lo traerán al Ecuador ?...29 July 2016 at 20:10Remove"
,Aura Cruz Rubio  sehr toll ;)26 July 2016 at 07:59Remove
,Hamid Mohd  Very nice message 👳1 आदमी के 3 बेटे और 👸1 बेटी थी और विदेश में रहते थे 👵...See more25 July 2016 at 08:21Remove
,Aura Cruz Rubio  thx for this funny gift :D25 July 2016 at 10:41Remove
,Sakthi  When it's come to India ?? We are waiting25 July 2016 at 01:27Remove
,"Fiat  Hi Sakthi, we suggest you to follow Fiat India to receive all the informationand the news from Fiat around you. Thank you, have a nice day! :)2 · 25 July 2016 at 02:37Remove"
,Manuel Michael  7 · 25 July 2016 at 10:36Remove
,Zoran Milenkovic  22 July 2016 at 07:40Remove
,Hicran Aydoğdu  Yıllardır para biriktiriyorum hala yetişemedim; ( en fazla bu kadar yaklasabildim;)26 July 2016 at 09:43 · EditedRemove
,Val Morgan  I would be but mine has a dangerous recall that hasn't been fixed. 90 days and still no part9 September 2016 at 21:24Remove
,Geoff Hill  I remember when Fiat offered a full range of cool cars to the U.S.A. From the 850 to the Dino.21 July 2016 at 00:42 · EditedRemove
,"Fiat  Hi Geoff, thanks for the kind words! Do you want to share a picture with us of your favorite car? Have a good day! ;)21 July 2016 at 03:40Remove"
,Jovan Delic  Nesa bi bio ponosan na ovaj komentar :-D1 · 20 July 2016 at 13:17Remove
,Manuel Michael  24 July 2016 at 13:47Remove
